지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
대진초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구개포로109길74,서울특별시강남구개포로109길74,37.4935585,127.0804483,6555,7945,Y,02-3423-8463,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
대진근린공원,지진대피소,옥외대피소,공원,서울특별시강남구개포동13-1,서울특별시강남구개포동13-1,37.4922499,127.0808759,13568,16446,Y,000-0000-0000,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
중산고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구일원로14길22,서울특별시강남구일원로14길22,37.4927795,127.0828179,10763,13046,Y,02-3423-8263,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
중동고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구일원로7,서울특별시강남구일원로7,37.4864123,127.0860392,10419,12629,Y,02-3423-8362,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
영희초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구일원로21,서울특별시강남구일원로21,37.483438,127.0873271,10545,12781,Y,02-3423-8362,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
대청근린공원,지진대피소,옥외대피소,공원,서울특별시강남구일원동621,서울특별시강남구일원동621,37.4931172,127.0875746,14089,17077,Y,000-0000-0000,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
왕북초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구광평로31길74,서울특별시강남구광평로31길74,37.4920442,127.0881735,3074,3726,Y,02-3423-8567,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
대왕중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구광평로20길7,서울특별시강남구광평로20길7,37.4904401,127.0960046,9069,10992,Y,02-3423-8567,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
대청초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구양재대로55길28,서울특별시강남구양재대로55길28,37.4909843,127.1015493,6357,7705,Y,02-3423-8362,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
일원까치공원,지진대피소,옥외대피소,공원,서울특별시강남구일원동712-4,서울특별시강남구일원동712-4,37.4903266,127.1026224,1476,1789,Y,000-0000-0000,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
대진디자인고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구광평로39길93,서울특별시강남구광평로39길93,37.4910655,127.1023885,2952,3578,Y,02-3423-8567,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
수서초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구광평로51길46,서울특별시강남구광평로51길46,37.4874195,127.1062745,7774,9423,Y,02-3423-8567,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
세종고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구광평로51길36,서울특별시강남구광평로51길36,37.5247079,127.02115,10500,12727,Y,02-3423-8567,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
수서중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구광평로59길57,서울특별시강남구광평로59길57,37.5267081,127.0214576,2728,02-8206,Y,02-3423-8567,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
탄천근린공원,지진대피소,옥외대피소,공원,서울특별시강남구수서동722,서울특별시강남구수서동722,37.5250492,127.0226548,10011,12134,Y,000-0000-0000,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
신사중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구압구정로123,서울특별시강남구압구정로123,37.5233603,127.0240264,3710,4496,Y,02-3423-7612,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
신사근린공원,지진대피소,옥외대피소,공원,서울특별시강남구압구정동422,서울특별시강남구압구정동422,37.5155317,127.0251861,6800,8242,Y,000-0000-0000,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
현대고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구압구정로127,서울특별시강남구압구정로127,37.5205448,127.0260258,5418,6567,Y,02-3423-7612,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
신구초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구압구정로18길28,서울특별시강남구압구정로18길28,37.5111874,127.0300758,3591,4352,Y,02-3423-7313,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
학동근린공원,지진대피소,옥외대피소,공원,서울특별시강남구논현동26,서울특별시강남구논현동26,37.5316708,127.031165,29947,36299,Y,000-0000-0000,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
신사은행나무공원,지진대피소,옥외대피소,공원,서울특별시강남구신사동558,서울특별시강남구신사동558,37.5241146,127.0319245,1054,1277,Y,000-0000-0000,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
논현개나리공원,지진대피소,옥외대피소,공원,서울특별시강남구논현동150-5,서울특별시강남구논현동150-5,37.5273302,127.0322212,1013,1227,Y,000-0000-0000,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
압구정초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구압구정로39길29,서울특별시강남구압구정로39길29,37.51928,127.033073,5000,6060,Y,02-3423-7612,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
신사무궁화공원,지진대피소,옥외대피소,공원,서울특별시강남구신사동625-5,서울특별시강남구신사동625-5,37.5311729,127.0328538,1642,1990,Y,000-0000-0000,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
신구중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구압구정로36길17,서울특별시강남구압구정로36길17,37.5302105,127.032959,6331,7673,Y,02-3423-7313,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
언북중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구도산대로38길27,서울특별시강남구도산대로38길27,37.5309272,127.0345428,6444,7810,Y,02-3423-7514,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
압구정고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구압구정로39길20,서울특별시강남구압구정로39길20,37.5156684,127.0374588,5903,7155,Y,02-3423-7612,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
압구정중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구압구정로225,서울특별시강남구압구정로225,37.5125348,127.0397082,6600,8000,Y,02-3423-7612,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
갈매기근린공원,지진대피소,옥외대피소,공원,서울특별시강남구압구정동480,서울특별시강남구압구정동480,37.5163592,127.0420799,7732,9372,Y,000-0000-0000,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
논현소나무공원,지진대피소,옥외대피소,공원,서울특별시강남구논현동239,서울특별시강남구논현동239,37.5205869,127.0426288,1432,1735,Y,000-0000-0000,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
학동초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구선릉로115길42,서울특별시강남구선릉로115길42,37.5278836,127.0435289,3844,4659,Y,02-3423-7514,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
강남구보건소주차장,지진대피소,옥외대피소,기타,서울특별시강남구선릉로668,서울특별시강남구선릉로668,37.5251376,127.0442417,1097,1329,Y,02-3423-7014,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
영동고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구선릉로742,서울특별시강남구선릉로742,37.5279725,127.0452701,12272,14875,Y,02-3423-7718,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
청담고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구압구정로419,서울특별시강남구압구정로419,37.5285802,127.0454332,3522,4269,Y,02-3423-7612,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
청담은행나무공원,지진대피소,옥외대피소,공원,서울특별시강남구청담동94-4,서울특별시강남구청담동94-4,37.5199257,127.0451,1629,1974,Y,000-0000-0000,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
청담초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구압구정로71길9,서울특별시강남구압구정로71길9,37.5143038,127.0464035,5684,6889,Y,02-3423-7718,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
