"지진해일대피소명",지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
"월곡초등학교",지진대피소,옥외대피소,운동장,서울특별시 성북구 장월로3길 42,,37.6100233349,127.0460816023,4285,5194,Y,02-915-2787,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"장위중학교",지진대피소,옥외대피소,운동장,서울특별시 성북구 장위로4길 70,,37.6112938576,127.0408408095,2510,3042,Y,02-941-1675,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"장위초등학교",지진대피소,옥외대피소,운동장,서울특별시 성북구 장월로8가길 41,,37.6114416962,127.0500057396,3094,3750,Y,02-915-4325,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"녹지쉼터",지진대피소,옥외대피소,공원,서울특별시 성북구 장위동 68-37,,37.612287,127.052994,140,170,Y,02-2241-3689,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"장곡초등학교",지진대피소,옥외대피소,운동장,서울특별시 성북구 장월로23길 16,,37.6168303770,127.0481563112,1668,2022,Y,02-918-7066,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"장월초등학교",지진대피소,옥외대피소,운동장,서울특별시 성북구 한천로101길 66,,37.6219411774,127.047165,1453,1761,Y,02-918-7823,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"광운초등학교",지진대피소,옥외대피소,운동장,서울특별시 성북구 한천로693,,37.6190581901,127.0550898535,2571,3116,Y,02-915-7312,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"남대문중학교",지진대피소,옥외대피소,운동장,서울특별시 성북구 한천로95길 28,,37.618628,127.055787,3311,4013,Y,02-919-6540,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"석관초등학교",지진대피소,옥외대피소,운동장,서울특별시 성북구 돌곶이로22길 21,,37.6110234081,127.0583548031,2434,2950,Y,02-959-1391,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"의릉 공영주차장",지진대피소,옥외대피소,운동장,서울특별시 성북구 석관동 산1-5,,37.604661,127.056385,1172,1420,Y,02-964-0579,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"석관중학교",지진대피소,옥외대피소,운동장,서울특별시 성북구 한천로 526,,37.6081394164,127.0667151611,4105,4976,Y,070-5066-3110,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"석관고등학교",지진대피소,옥외대피소,운동장,서울특별시 성북구 한천로70길 30,,37.6095882065,127.0667164552,5330,6461,Y,02-958-1165,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"석계초등학교",지진대피소,옥외대피소,운동장,서울특별시 성북구 한천로58길 273,,37.6088152159,127.069743,2604,3156,Y,02-964-9578,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2183,2019-06-12
"성북동주민센터",지진대피소,실내대피소,기타,서울특별시 성북구 성북로 37,,37.591003,127.003265,330,100,Y,02-2241-5005,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"성북초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 성북로 102-10,,37.5940523576,126.9987770965,3521,1066,Y,02-747-7937,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"성북초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 성북로 102-10,,37.5940523576,126.9987770965,1295,392,Y,02-747-7937,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"성북구청",지진대피소,실내대피소,기타,서울특별시 성북구 보문로 168,,37.5894561019,127.0168478551,587,177,Y,02-2241-3300,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"경동고등학교",지진대피소,실내대피소,학교,서울특별시 성북구 보문로29길 49,,37.5866018708,127.0160320241,8411,2548,Y,02-928-2077,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"삼선초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 보문로29길 106,,37.5871428751,127.0126717311,4967,1505,Y,02-742-8792,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"돈암초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 동소문로13길 38,,37.5937452995,127.0131031296,10946,3316,Y,02-926-2367,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"정덕초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 아리랑로 63,,37.5982394090,127.0134209845,11005,3334,Y,02-928-0422,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"영암교회",지진대피소,실내대피소,기타,서울특별시 성북구 정릉로 402-12,,37.6036429929,127.027141,1923,582,Y,02-922-5600,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"개운중학교",지진대피소,실내대피소,학교,서울특별시 성북구 북악산로 935,,37.5946263841,127.0248432468,13029,3948,Y,02-3291-5492,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"성북구민회관",지진대피소,실내대피소,기타,서울특별시 성북구 성북로4길 177,,37.5958756496,127.0087100023,256,77,Y,02-924-6781,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"안암초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 인촌로7가길 39,,37.604399,127.008017,1021,309,Y,02-928-4403,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"동신초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 보문사길 50,,37.5832860722,127.0170593097,3370,1021,Y,02-925-3442,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"정릉교회",지진대피소,실내대피소,기타,서울특별시 성북구 정릉로 280,,37.602943,127.014214,100,30,Y,02-914-8914,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"숭덕초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 정릉로 279,,37.6038183580,127.0132906207,8313,2519,Y,02-911-1764,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"정수초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 정릉로24길 58,,37.6037756064,127.0077188836,1033,313,Y,02-916-0051,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"청덕초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 정릉로9라길 11,,37.6120325272,127.0003352467,14436,4374,Y,02-914-3409,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"정릉초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 솔샘로25가길 8,,37.6197953266,127.0052557663,4320,1309,Y,02-916-2590,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"길음중학교",지진대피소,실내대피소,학교,서울특별시 성북구 길음로 144,,37.6140890951,127.0174559658,6373,1931,Y,02-910-8766,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"길음초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 길음로 142,,37.6136315081,127.0166584980,12533,3797,Y,02-918-9984,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"길음종합사회복지관",지진대피소,실내대피소,기타,서울특별시 성북구 삼양로8가길 32,,37.608818,127.024798,1756,532,Y,02-985-0161,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"숭례초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 종암로5길 14,,37.5945228099,127.0352968373,1507,456,Y,02-927-5612,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"종암중학교",지진대피소,실내대피소,학교,서울특별시 성북구 종암로5길 80-17,,37.5931109974,127.0319898439,1356,410,Y,02-6749-2032,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"영광교회",지진대피소,실내대피소,기타,서울특별시 성북구 오패산로10길 27,,37.6056797414,127.038317,330,100,Y,02-916-5004,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"서울도시과학기술고등학교",지진대피소,실내대피소,학교,서울특별시 성북구 종암로 196,,37.6078112720,127.0330425931,8344,2528,Y,02-940-2680,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"숭곡중학교",지진대피소,실내대피소,학교,서울특별시 성북구 종암로 208,,37.6084784796,127.0312987819,11369,3445,Y,070-4323-2542,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"숭인초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 오패산로16길 37,,37.6091611883,127.0382347854,12685,3843,Y,070-7126-8095,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"월곡감리교회",지진대피소,실내대피소,기타,서울특별시 성북구 화랑로9길 13,,37.6028211003,127.0404058459,132,40,Y,02-941-6671,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"장위1동주민센터",지진대피소,실내대피소,기타,서울특별시 성북구 장위로 61,,37.614035,127.043681,200,60,Y,02-2241-5640,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"장위중학교",지진대피소,실내대피소,학교,서울특별시 성북구 장위로4길 70,,37.6112938576,127.0408408095,1983,600,Y,02-941-1675,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"월곡초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 장월로3길 42,,37.6100233349,127.0460816023,1419,430,Y,02-915-2787,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"장위초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 장월로8가길 41,,37.6114416962,127.0500057396,19666,5959,Y,02-915-4325,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"광운초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 한천로 693,,37.6190581901,127.0550898535,4551,1379,Y,02-915-7312,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"석계초등학교",지진대피소,실내대피소,학교,서울특별시 성북구 한천로58길 273,,37.6088152159,127.069743,10236,3101,Y,02-964-9578,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"석관고등학교",지진대피소,실내대피소,학교,서울특별시 성북구 한천로70길 30,,37.6095882065,127.0667164552,1557,471,Y,02-958-1165,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
"석관중학교",지진대피소,실내대피소,학교,서울특별시 성북구 한천로 526,,37.6081394164,127.0667151611,2176,659,Y,070-5066-3110,,별도 지구지정사항 없음,,,,적용,,,,,,,서울특별시 성북구청,02-2241-2302,2019-06-12
