"지진해일대피소명",지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
"광문중학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 덕단이로 43,경기도 광명시 광명동 735-1번지,37.4668912,126.8526024,10381,12583,Y,02-2619-1727,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광문초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735번지,37.4667114,126.8513481,9956,12068,Y,02-2618-2619,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광일초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38번지,37.4717487,126.8469604,14170,17176,Y,02-2615-9658,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"명문고등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 광명로812번길 16,경기도 광명시 광명동 379-1번지,37.4700916,126.8500020,12940,15685,Y,02-2680-3800,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"시민운동장",지진대피소,옥외대피소,운동장,경기도 광명시 시청로 20,경기도 광명시 철산동 222-1번지,37.4782254,126.8645715351,9166,11110,Y,02-2680-0701,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광덕초등학교 운동장",지진대피소,옥외대피소,공원,경기도 광명시 안양천로 495,경기도 광명시 철산동 15번지,37.4914119,126.8686603,5700,6909,Y,02-2616-4148,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명고등학교 운동장",지진대피소,옥외대피소,공원,경기도 광명시 연서로12번길 3-8,경기도 광명시 철산동 185번지,37.4815117103,126.8632074939,1275,1545,Y,02-2680-0507,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명동초등학교 운동장",지진대피소,옥외대피소,공원,,경기도 광명시 철산동 629-1,37.4886491300,126.8645171342,2104,2550,Y,02-2616-6259,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명북고등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 오리로841번길 9,경기도 광명시 철산동 498,37.4731208,126.8660295,10887,13196,Y,02-2067-0505,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명북중학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 오리로876번길 17,경기도 광명시 철산동 234번지,37.4784734,126.8659608807,8200,9939,Y,02-2687-3802,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명북초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4번지,37.4835351,126.8631813592,12779,15490,Y,02-2687-5931,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명중학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 시청로 127,경기도 광명시 철산동 59-1번지,37.4878231690,126.8672688,11865,14382,Y,02-2684-3668,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광성초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 시청로 121,경기도 광명시 철산동 59번지,37.4872094377,126.8662088,7774,9423,Y,02-2687-5243,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"도덕초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87번지,37.4868401,126.8678224,8626,10456,Y,02-2616-9288,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"철산중학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 오리로876번길 27,경기도 광명시 철산동 234-3번지,37.4780205,126.8674218,8200,9939,Y,02-2610-4504,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"철산초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 철산로 59,경기도 광명시 철산동 243번지,37.4785572,126.8730396,7768,9413,Y,02-2616-0528,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"시민체육관",지진대피소,옥외대피소,운동장,경기도 광명시 가마산로 28,경기도 광명시 철산동 237번지,37.4845057,126.8700071,8564,10381,Y,02-2680-2887,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"가림중학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 철망산로 71,경기도 광명시 철산동 558번지,37.4703343,126.8755880,16497,19996,Y,02-6917-0100,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"가림초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 하안로 392,경기도 광명시 철산동 555번지,37.4693524398,126.8744675,13340,16170,Y,02-803-3328,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"안현초등학교 운동장",지진대피소,옥외대피소,공원,,경기도 광명시 하안동 703,37.4666281606,126.8639812366,8000,9697,Y,02-899-7671,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"연서초등학교 운동장",지진대피소,옥외대피소,공원,경기도 광명시 안재로16번길 10,경기도 광명시 하안동 597번지,37.4600605,126.8724583,1200,1455,Y,02-892-5084,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"진성고등학교 운동장",지진대피소,옥외대피소,공원,,경기도 광명시 하안동 707-23,37.4675208093,126.8645447799,1215,1473,Y,02-6204-3075,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"하안남초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 오리로 703,경기도 광명시 하안동 577번지,37.4627790,126.8709525,33575,40697,Y,02-893-2083,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"하안북중학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 오리로 616,경기도 광명시 하안동 261번지,37.4572394356,126.8798424,10050,12182,Y,02-898-3821,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"하안북초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297번지,37.4584704,126.8786367,9699,11756,Y,02-898-5130,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"하안중학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 도덕공원로 5,경기도 광명시 하안동 864-1번지,37.4709677,126.8675689,8635,10463,Y,02-895-8505,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"하안초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 안현로 80-2,경기도 광명시 하안동 25-1번지,37.4661559,126.8820194,9418,11416,Y,02-806-1238,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"하일초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 철망산로 84,경기도 광명시 하안동 23-1번지,37.4692214,126.8770958,8589,10411,Y,02-896-0147,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광휘고등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 금당로 71,경기도 광명시 하안동 111번지,37.4621514,126.8852418,10276,12456,Y,070-4687-5704,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"구름산초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 가림로 22,경기도 광명시 하안동 684번지,37.4649476,126.8679220,9195,11145,Y,02-899-9832,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"서면초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1번지,37.4646719,126.8691493,11737,14227,Y,02-899-5578,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"소하고등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 안현로 80-1,경기도 광명시 하안동 25번지,37.4673635,126.8810154671,9274,11241,Y,070-8708-3128,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"소하중학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 안현로 16,경기도 광명시 하안동 649번지,37.4630020,126.8739265,10508,12737,Y,02-890-0183,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"소하초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 철망산로 68,경기도 광명시 하안동 23번지,37.4689498,126.8763888,9254,11217,Y,02-807-2867,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"안서중&경영회계고등학교 운동장",지진대피소,옥외대피소,공원,,경기도 광명시 소하동 935,37.4368832041,126.8774597832,1200,1455,Y,02-6911-4103,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"운산고등학교 운동장",지진대피소,옥외대피소,공원,,경기도 광명시 소하동 1319,37.4484903842,126.8885945303,6736,8165,Y,02-899-8080,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"충현고등학교 운동장",지진대피소,옥외대피소,공원,,경기도 광명시 소하동 1299,37.4556310499,126.8842662590,7352,8912,Y,02-6922-6100,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"충현중학교 운동장",지진대피소,옥외대피소,공원,,경기도 광명시 소하동 1363-3,37.4486014154,126.8916456458,2048,2482,Y,070-7525-7302,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"충현초등학교 운동장",지진대피소,옥외대피소,공원,,경기도 광명시 소하동 1385-3,37.4317110615,126.8770955624,1452,1760,Y,070-8854-2806,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"온신초등학교 운동장",지진대피소,옥외대피소,공원,,경기도 광명시 소하동 1378-1,37.4337167588,126.8823461547,16200,19636,Y,02-2612-1954,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"안서초등학교 운동장",지진대피소,옥외대피소,공원,경기도 광명시 영당로21번길 9,경기도 광명시 소하동 946번지,37.4341751,126.8764151,2039,2472,Y,02-2689-3662,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"한내근린공원",지진대피소,옥외대피소,공원,,경기도 광명시 소하동 1308-1,37.4504885398,126.8864781403,21106,25583,Y,02-2680-0701,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"해오름공원",지진대피소,옥외대피소,공원,,경기도 광명시 소하동 1351,37.4429091913,126.8939028123,4702,5699,Y,02-2680-0701,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광휘고등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 서원로 41,경기도 광명시 소하동 1390번지,37.4297435,126.8828156,9536,11559,Y,070-4687-5704,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"구름산초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287번지,37.4530177,126.8841093,8703,10549,Y,02-899-9832,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"서면초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 오리로 402,경기도 광명시 소하동 904번지,37.4386146,126.8804122,6942,8412,Y,02-899-5578,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"소하고등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 소하일로 21,경기도 광명시 소하동 1330번지,37.4472999,126.8876705,11688,14167,Y,070-8708-3128,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"소하중학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 소하일로 31,경기도 광명시 소하동 1329번지,37.4481570,126.8874058,9734,11799,Y,02-890-0183,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"소하초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328번지,37.4492360,126.8873394796,9965,12079,Y,02-807-2867,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"안서중&경영회계고등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 기아로13번안길 9-9,경기도 광명시 소하동 883-13번지,37.4380383,126.8816864,16420,19903,Y,02-6911-4103,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"운산고등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 한내일로 17,경기도 광명시 소하동 1285번지,37.4541374,126.8834167,8700,10545,Y,02-899-8080,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"충현고등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 오리로348번길 62,경기도 광명시 소하동 991-1번지,37.4330288,126.8846784,12600,15273,Y,02-6922-6100,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"충현중학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 서원로 42,경기도 광명시 소하동 1388번지,37.4301291,126.8817646130,10130,12279,Y,070-7525-7302,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"충현초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375번지,37.4331996,126.8862115181,8567,10384,Y,070-8854-2806,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"온신초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2번지,37.4428010,126.8465053,7500,9091,Y,02-2612-1954,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명역4공원",지진대피소,옥외대피소,공원,,경기도 광명시 일직동 505-10,37.4211023705,126.8911779741,2392,2899,Y,02-2689-3662,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"안서초등학교 운동장",지진대피소,옥외대피소,운동장,경기도 광명시 가학로 247-55,경기도 광명시 가학동 1052-1번지,37.4028563,126.8710141,9652,11699,Y,02-2689-3662,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명1동주민센터",지진대피소,실내대피소,기타,경기도 광명시 광복로31번길 10,경기도 광명시 광명동 9-33번지,37.4885387844,126.8626290580,91,30,Y,02-2680-5003,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명2동행정복지센터",지진대피소,실내대피소,기타,경기도 광명시 광명로 947,경기도 광명시 광명동 93-3번지,37.4833267,126.8559128,150,30,Y,02-2680-5048,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명종합사회복지관",지진대피소,실내대피소,기타,경기도 광명시 오리로 1018,경기도 광명시 광명동 158-970번지,37.4808471581,126.8504556,373,50,Y,02-2687-2921,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명3동주민센터",지진대피소,실내대피소,기타,경기도 광명시 광명로928번길 18-20,경기도 광명시 광명동 136-8번지,37.4801525663,126.8569272,154,20,Y,02-2680-5081,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명5동행정복지센터",지진대피소,실내대피소,기타,경기도 광명시 너부대로35번길 20,경기도 광명시 광명동 170번지,37.4786799,126.8475504,230,70,Y,02-2680-5097,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명6동주민센터",지진대피소,실내대피소,기타,경기도 광명시 광명로791번길 6,경기도 광명시 광명동 786번지,37.4710361,126.8486332,108,33,Y,02-2680-5112,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명7동주민센터",지진대피소,실내대피소,기타,경기도 광명시 도덕로 53,경기도 광명시 광명동 720번지,37.4693182785,126.8535127,90,30,Y,02-2680-5141,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"철산1동주민센터",지진대피소,실내대피소,기타,경기도 광명시 사성로 121,경기도 광명시 철산동 9-141번지,37.4907883410,126.8678488722,81,25,Y,02-2680-5161,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"국민체육센터",지진대피소,실내대피소,기타,경기도 광명시 사성로 74,경기도 광명시 철산동 63번지,37.4867402791,126.8656650,849,257,Y,02-2610-7360,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"철산2동행정복지센터",지진대피소,실내대피소,기타,경기도 광명시 시청로 94,경기도 광명시 철산동 154번지,37.4846552,126.8666105,135,40,Y,02-2680-5185,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"철산3동 주민센터",지진대피소,실내대피소,기타,경기도 광명시 철산로 56,경기도 광명시 철산동 449-1번지,37.4769575,126.8723168993,150,50,Y,02-2680-5203,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"철산4동주민센터",지진대피소,실내대피소,기타,경기도 광명시 도덕공원로 60,경기도 광명시 철산동 489-2번지,37.4740168909,126.8644536738,123,37,Y,02-2680-5228,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"시민체육관",지진대피소,실내대피소,체육관,경기도 광명시 오리로 703,경기도 광명시 하안동 577번지,37.4627790,126.8709525,1500,400,Y,02-2680-2887,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"하안1동주민센터",지진대피소,실내대피소,기타,경기도 광명시 오리로 747,경기도 광명시 하안동 684-2번지,37.4651223,126.8691334,239,77,Y,02-2680-5252,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"하안종합사회복지관 강당",지진대피소,실내대피소,기타,,경기도 광명시 하안동 200번지 하안13단지고층주공아파트,37.4590723271,126.8837296002,182,30,Y,02-894-0720,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"하안3동 주민센터",지진대피소,실내대피소,기타,경기도 광명시 금당로 28,경기도 광명시 하안동 260-1번지,37.4586556719,126.8816086,422,80,Y,02-2680-5296,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"소하1동 행정복지센터",지진대피소,실내대피소,기타,경기도 광명시 금당로 28,경기도 광명시 하안동 260-1번지,37.4586556719,126.8816086,243,74,Y,02-2680-5347,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"광명시노인종합복지관",지진대피소,실내대피소,기타,경기도 광명시 소하로 25,경기도 광명시 소하동 1291번지,37.4521267999,126.8849046815,186,56,Y,02-2625-9330,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"소하2동 행정복지센터",지진대피소,실내대피소,기타,경기도 광명시 성채로 52,경기도 광명시 소하동 1383-1번지,37.4321172678,126.8802107638,442,134,Y,02-2680-5371,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
"학온동주민센터",지진대피소,실내대피소,기타,,경기도 광명시 가학동 546-0,37.4153542700,126.8510403337,400,100,Y,02-2680-5378,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2019-09-09
